Score;Pair;Time;Strategy;PostT;PreT;Threshold;takeprofit;stoploss;FollowTrend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hitsl;hittp;hitto
-0,0043;EURUSD;168;FastMovement-Strategy;160;4;0,24;0,15;0,25;FALSE;3;-0,004;-0,004;1;0,333333333;-0,001333333;-0,000571429;0,428571429;18;2;1;0
-0,0043;EURUSD;168;FastMovement-Strategy;130;22;0,33;0,1;0,03;FALSE;3;-0,004;-0,0052;1;0,333333333;-0,001333333;-0,000571429;0,428571429;18;2;1;0
-0,0043;EURUSD;168;FastMovement-Strategy;50;27;0,18;0,32;0,29;FALSE;25;-0,0018;-0,0101;0,68;0,6;-7,20E-05;-0,000257143;3,571428571;49;2;1;22
-0,0043;EURUSD;168;FastMovement-Strategy;30;8;0,15;0,1;0,31;FALSE;20;-0,0023;-0,0073;0,65;0,55;-0,000115;-0,000328571;2,857142857;18;3;9;8
-0,0043;EURUSD;168;FastMovement-Strategy;120;22;0,7;0,28;0,02;FALSE;2;-0,0041;-0,0041;1;0;-0,00205;-0,000585714;0,285714286;10;2;0;0
-0,0043;EURUSD;168;FastMovement-Strategy;10;25;0,7;0,01;0,14;FALSE;2;-0,0041;-0,0041;1;0,5;-0,00205;-0,000585714;0,285714286;7;0;1;1
-0,0043;EURUSD;168;FastMovement-Strategy;60;25;0,68;0,08;0,37;FALSE;2;-0,0041;-0,0041;1;0,5;-0,00205;-0,000585714;0,285714286;7;1;1;0
-0,0043;EURUSD;168;FastMovement-Strategy;100;25;0,68;0,03;0,16;FALSE;2;-0,0041;-0,0041;1;0,5;-0,00205;-0,000585714;0,285714286;7;1;1;0
-0,0043;EURUSD;168;FastMovement-Strategy;20;20;0,3;0,32;0,4;FALSE;2;-0,0041;-0,0041;1;0;-0,00205;-0,000585714;0,285714286;27;0;0;2
-0,0043;EURUSD;168;FastMovement-Strategy;60;28;0,52;0,37;0,26;FALSE;2;-0,0041;-0,0052;1;0,5;-0,00205;-0,000585714;0,285714286;44;1;0;1
-0,0043;EURUSD;168;FastMovement-Strategy;150;27;0,49;0,16;0,1;FALSE;4;-0,0039;-0,0058;1;0,5;-0,000975;-0,000557143;0,571428571;28;2;2;0
-0,0043;EURUSD;168;FastMovement-Strategy;130;12;0,16;0,15;0,16;FALSE;16;-0,0027;-0,0096;0,75;0,5;-0,00016875;-0,000385714;2,285714286;72;4;7;5
-0,0043;EURUSD;168;FastMovement-Strategy;170;26;0,07;0,16;0,27;FALSE;59;0,0016;-0,0057;0,525423729;0,610169492;2,71E-05;0,000228571;8,428571429;130;5;24;29
-0,0043;EURUSD;168;FastMovement-Strategy;130;9;0,37;0,34;0,13;TRUE;2;-0,0041;-0,0041;0;0;-0,00205;-0,000585714;0,285714286;12;2;0;0
-0,0043;EURUSD;168;FastMovement-Strategy;80;3;0,27;0,16;0,14;TRUE;2;-0,0041;-0,0041;0;0;-0,00205;-0,000585714;0,285714286;12;2;0;0
-0,0043;EURUSD;168;FastMovement-Strategy;50;1;0,15;0,06;0,27;FALSE;2;-0,0041;-0,0049;1;0,5;-0,00205;-0,000585714;0,285714286;9;1;1;0
-0,0043;EURUSD;168;FastMovement-Strategy;190;12;0,54;0,21;0,14;TRUE;2;-0,0041;-0,0041;0;0;-0,00205;-0,000585714;0,285714286;12;2;0;0
-0,0043;EURUSD;168;FastMovement-Strategy;110;24;0,62;0,02;0,33;FALSE;4;-0,0039;-0,0039;1;0,75;-0,000975;-0,000557143;0,571428571;4;1;3;0
-0,0043;EURUSD;168;FastMovement-Strategy;140;14;0,09;0,21;0,34;TRUE;48;0,0005;-0,0041;0,458333333;0,541666667;1,04E-05;7,14E-05;6,857142857;116;6;10;31
-0,0043;EURUSD;168;FastMovement-Strategy;120;15;0,12;0,19;0,36;TRUE;30;-0,0013;-0,0052;0,433333333;0,566666667;-4,33E-05;-0,000185714;4,285714286;95;4;9;17
-0,0043;EURUSD;168;FastMovement-Strategy;80;16;0,2;0,32;0,38;FALSE;10;-0,0033;-0,0094;0,9;0,6;-0,00033;-0,000471429;1,428571429;69;2;0;8
-0,0043;EURUSD;168;FastMovement-Strategy;50;15;0,13;0,13;0,2;TRUE;32;-0,0011;-0,0016;0,40625;0,5;-3,44E-05;-0,000157143;4,571428571;41;5;9;18
-0,0044;EURUSD;168;FastMovement-Strategy;70;13;0,16;0,4;0,31;TRUE;19;-0,0025;-0,0043;0,315789474;0,421052632;-0,000131579;-0,000357143;2,714285714;61;3;2;14
-0,0044;EURUSD;168;FastMovement-Strategy;70;1;0,05;0,16;0,23;FALSE;37;-0,0007;-0,0052;0,594594595;0,567567568;-1,89E-05;-1,00E-04;5,285714286;50;6;9;22
-0,0044;EURUSD;168;FastMovement-Strategy;50;4;0,6;0,31;0,33;FALSE;1;-0,0043;-0,0043;1;0;-0,0043;-0,000614286;0,142857143;20;1;0;0
-0,0044;EURUSD;168;FastMovement-Strategy;100;3;0,6;0,22;0,34;FALSE;1;-0,0043;-0,0043;1;0;-0,0043;-0,000614286;0,142857143;20;1;0;0
-0,0044;EURUSD;168;FastMovement-Strategy;100;13;0,67;0,4;0,3;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;60;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;10;4;0,21;0,04;0,21;FALSE;2;-0,0042;-0,0042;1;0,5;-0,0021;-0,0006;0,285714286;7;0;1;1
-0,0044;EURUSD;168;FastMovement-Strategy;30;18;0,55;0,36;0,2;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;30;14;0,52;0,37;0,24;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;30;15;0,57;0,35;0,17;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;180;25;0,62;0,12;0,29;FALSE;2;-0,0042;-0,0042;1;0,5;-0,0021;-0,0006;0,285714286;11;1;1;0
-0,0044;EURUSD;168;FastMovement-Strategy;30;13;0,62;0,3;0,32;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;100;15;0,5;0,25;0,26;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;60;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;30;9;0,43;0,31;0,22;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;30;5;0,39;0,36;0,33;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;30;20;0,55;0,23;0,18;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;25;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;100;10;0,45;0,35;0,31;FALSE;2;-0,0042;-0,0042;1;0;-0,0021;-0,0006;0,285714286;60;1;0;1
-0,0044;EURUSD;168;FastMovement-Strategy;70;19;0,31;0,21;0,35;FALSE;3;-0,0041;-0,005;1;0,333333333;-0,001366667;-0,000585714;0,428571429;58;1;0;2
-0,0044;EURUSD;168;FastMovement-Strategy;140;17;0,33;0,15;0,1;FALSE;3;-0,0041;-0,0041;1;0;-0,001366667;-0,000585714;0,428571429;16;3;0;0
-0,0044;EURUSD;168;FastMovement-Strategy;10;20;0,63;0,06;0,13;TRUE;4;-0,004;-0,004;0;0,25;-0,001;-0,000571429;0,571428571;4;3;1;0
-0,0044;EURUSD;168;FastMovement-Strategy;90;14;0,17;0,37;0,31;TRUE;17;-0,0027;-0,0077;0,294117647;0,411764706;-0,000158824;-0,000385714;2,428571429;74;3;2;12
-0,0044;EURUSD;168;FastMovement-Strategy;190;8;0,13;0,27;0,39;TRUE;20;-0,0024;-0,0057;0,45;0,4;-0,00012;-0,000342857;2,857142857;130;3;5;12
-0,0044;EURUSD;168;FastMovement-Strategy;30;23;0,59;0,01;0,17;FALSE;3;-0,0041;-0,0051;1;0,666666667;-0,001366667;-0,000585714;0,428571429;7;1;2;0
-0,0044;EURUSD;168;FastMovement-Strategy;180;23;0,58;0,08;0,2;FALSE;3;-0,0041;-0,0051;1;0,666666667;-0,001366667;-0,000585714;0,428571429;7;1;2;0
-0,0044;EURUSD;168;FastMovement-Strategy;30;8;0,3;0,18;0,28;FALSE;3;-0,0041;-0,0041;1;0,333333333;-0,001366667;-0,000585714;0,428571429;19;1;1;1
-0,0044;EURUSD;168;FastMovement-Strategy;60;13;0,29;0,04;0,35;FALSE;5;-0,0039;-0,0048;1;0,6;-0,00078;-0,000557143;0,714285714;21;1;3;1
-0,0044;EURUSD;168;FastMovement-Strategy;100;10;0,04;0,35;0,32;FALSE;93;0,0049;-0,0025;0,483870968;0,47311828;5,27E-05;0,0007;13,28571429;95;3;5;84
-0,0044;EURUSD;168;FastMovement-Strategy;90;2;0,06;0,39;0,28;FALSE;38;-0,0006;-0,0058;0,605263158;0,5;-1,58E-05;-8,57E-05;5,428571429;79;5;2;31
-0,0044;EURUSD;168;FastMovement-Strategy;100;7;0,09;0,2;0,25;FALSE;38;-0,0006;-0,0042;0,526315789;0,605263158;-1,58E-05;-8,57E-05;5,428571429;81;8;7;22
-0,0044;EURUSD;168;FastMovement-Strategy;190;4;0,07;0,12;0,4;TRUE;52;0,0008;-0,0092;0,480769231;0,615384615;1,54E-05;0,000114286;7,428571429;105;5;29;17
-0,0045;EURUSD;168;FastMovement-Strategy;60;13;0,16;0,35;0,27;TRUE;20;-0,0025;-0,0029;0,3;0,45;-0,000125;-0,000357143;2,857142857;54;2;2;16
-0,0045;EURUSD;168;FastMovement-Strategy;120;24;0,17;0,34;0,4;FALSE;22;-0,0023;-0,0091;0,590909091;0,5;-0,000104545;-0,000328571;3,142857143;106;3;3;16
-0,0045;EURUSD;168;FastMovement-Strategy;110;20;0,57;0,12;0,04;TRUE;6;-0,0039;-0,004;0;0,166666667;-0,00065;-0,000557143;0,857142857;3;5;1;0
-0,0045;EURUSD;168;FastMovement-Strategy;190;17;0,34;0,25;0,11;FALSE;3;-0,0042;-0,0042;1;0;-0,0014;-0,0006;0,428571429;16;3;0;0
-0,0045;EURUSD;168;FastMovement-Strategy;110;14;0,14;0,34;0,19;TRUE;24;-0,0021;-0,0059;0,416666667;0,416666667;-8,75E-05;-0,0003;3,428571429;76;11;4;9
-0,0045;EURUSD;168;FastMovement-Strategy;40;14;0,29;0,08;0,08;FALSE;5;-0,004;-0,0049;1;0,2;-0,0008;-0,000571429;0,714285714;13;4;1;0
-0,0045;EURUSD;168;FastMovement-Strategy;30;8;0,41;0,3;0,25;FALSE;2;-0,0043;-0,0043;1;0;-0,00215;-0,000614286;0,285714286;25;1;0;1
-0,0045;EURUSD;168;FastMovement-Strategy;100;23;0,47;0,19;0,1;FALSE;3;-0,0042;-0,0052;1;0,333333333;-0,0014;-0,0006;0,428571429;36;2;1;0
-0,0045;EURUSD;168;FastMovement-Strategy;10;18;0,38;0,22;0,37;FALSE;3;-0,0042;-0,0042;1;0;-0,0014;-0,0006;0,428571429;13;0;0;3
-0,0045;EURUSD;168;FastMovement-Strategy;10;18;0,33;0,2;0,31;FALSE;3;-0,0042;-0,0042;1;0;-0,0014;-0,0006;0,428571429;13;0;0;3
-0,0045;EURUSD;168;FastMovement-Strategy;10;18;0,39;0,15;0,23;FALSE;3;-0,0042;-0,0042;1;0;-0,0014;-0,0006;0,428571429;13;0;0;3
-0,0045;EURUSD;168;FastMovement-Strategy;170;18;0,33;0,28;0,05;FALSE;4;-0,0041;-0,0041;1;0;-0,001025;-0,000585714;0,571428571;11;4;0;0
-0,0045;EURUSD;168;FastMovement-Strategy;60;7;0,21;0,02;0,24;FALSE;6;-0,0039;-0,0039;0,833333333;0,666666667;-0,00065;-0,000557143;0,857142857;8;2;4;0
-0,0045;EURUSD;168;FastMovement-Strategy;10;15;0,27;0,15;0,06;FALSE;6;-0,0039;-0,0043;1;0,166666667;-0,00065;-0,000557143;0,857142857;11;1;0;5
-0,0045;EURUSD;168;FastMovement-Strategy;120;15;0,12;0,25;0,34;TRUE;28;-0,0017;-0,0035;0,464285714;0,571428571;-6,07E-05;-0,000242857;4;101;4;5;19
-0,0045;EURUSD;168;FastMovement-Strategy;170;16;0,16;0,07;0,1;FALSE;24;-0,0021;-0,0066;0,708333333;0,666666667;-8,75E-05;-0,0003;3,428571429;27;8;16;0
-0,0045;EURUSD;168;FastMovement-Strategy;130;2;0,1;0,19;0,26;FALSE;11;-0,0034;-0,0056;0,818181818;0,545454545;-0,000309091;-0,000485714;1,571428571;72;3;4;4
-0,0045;EURUSD;168;FastMovement-Strategy;100;14;0,11;0,14;0,38;TRUE;37;-0,0008;-0,004;0,432432432;0,540540541;-2,16E-05;-0,000114286;5,285714286;75;2;14;21
-0,0046;EURUSD;168;FastMovement-Strategy;60;6;0,14;0,26;0,34;TRUE;16;-0,003;-0,0052;0,3125;0,375;-0,0001875;-0,000428571;2,285714286;46;2;4;10
-0,0046;EURUSD;168;FastMovement-Strategy;70;11;0,1;0,14;0,22;FALSE;43;-0,0003;-0,0093;0,604651163;0,558139535;-6,98E-06;-4,29E-05;6,142857143;54;6;14;23
-0,0046;EURUSD;168;FastMovement-Strategy;110;15;0,2;0,26;0,19;FALSE;10;-0,0036;-0,0088;0,9;0,3;-0,00036;-0,000514286;1,428571429;57;4;3;3
-0,0046;EURUSD;168;FastMovement-Strategy;70;8;0,18;0,02;0,18;FALSE;13;-0,0033;-0,0043;0,769230769;0,692307692;-0,000253846;-0,000471429;1,857142857;16;3;9;1
-0,0046;EURUSD;168;FastMovement-Strategy;20;15;0,42;0,4;0,32;FALSE;2;-0,0044;-0,0044;1;0;-0,0022;-0,000628571;0,285714286;20;1;0;1
-0,0046;EURUSD;168;FastMovement-Strategy;110;14;0,57;0,41;0,27;FALSE;2;-0,0044;-0,0044;1;0;-0,0022;-0,000628571;0,285714286;65;1;0;1
-0,0046;EURUSD;168;FastMovement-Strategy;20;14;0,47;0,28;0,21;FALSE;2;-0,0044;-0,0044;1;0;-0,0022;-0,000628571;0,285714286;20;1;0;1
-0,0046;EURUSD;168;FastMovement-Strategy;20;17;0,3;0,37;0,12;FALSE;3;-0,0043;-0,0043;1;0;-0,001433333;-0,000614286;0,428571429;16;2;0;1
-0,0046;EURUSD;168;FastMovement-Strategy;190;19;0,46;0,29;0,34;FALSE;1;-0,0045;-0,0045;1;0;-0,0045;-0,000642857;0,142857143;30;1;0;0
-0,0046;EURUSD;168;FastMovement-Strategy;150;16;0,1;0,22;0,38;FALSE;42;-0,0004;-0,0061;0,5;0,428571429;-9,52E-06;-5,71E-05;6;117;3;13;25
-0,0046;EURUSD;168;FastMovement-Strategy;30;22;0,67;0,34;0,01;FALSE;2;-0,0044;-0,0044;1;0;-0,0022;-0,000628571;0,285714286;10;2;0;0
-0,0046;EURUSD;168;FastMovement-Strategy;70;29;0,58;0,28;0,1;FALSE;2;-0,0044;-0,0047;1;0,5;-0,0022;-0,000628571;0,285714286;50;1;0;1
-0,0046;EURUSD;168;FastMovement-Strategy;20;21;0,53;0,38;0,1;FALSE;2;-0,0044;-0,0046;1;0,5;-0,0022;-0,000628571;0,285714286;21;0;0;2
-0,0046;EURUSD;168;FastMovement-Strategy;170;12;0,29;0,34;0,39;FALSE;3;-0,0043;-0,0045;1;0,333333333;-0,001433333;-0,000614286;0,428571429;94;1;1;1
-0,0046;EURUSD;168;FastMovement-Strategy;100;26;0,63;0,05;0,05;FALSE;3;-0,0043;-0,0043;1;0,666666667;-0,001433333;-0,000614286;0,428571429;6;1;2;0
-0,0046;EURUSD;168;FastMovement-Strategy;70;7;0,29;0,36;0,37;FALSE;4;-0,0042;-0,0064;1;0,25;-0,00105;-0,0006;0,571428571;58;1;0;3
-0,0046;EURUSD;168;FastMovement-Strategy;60;15;0,26;0,37;0,17;FALSE;5;-0,0041;-0,0049;1;0,6;-0,00082;-0,000585714;0,714285714;46;2;0;3
-0,0046;EURUSD;168;FastMovement-Strategy;100;27;0,16;0,25;0,39;FALSE;26;-0,002;-0,0066;0,576923077;0,5;-7,69E-05;-0,000285714;3,714285714;92;2;4;19
-0,0046;EURUSD;168;FastMovement-Strategy;190;22;0,03;0,21;0,28;FALSE;71;0,0025;-0,0023;0,478873239;0,535211268;3,52E-05;0,000357143;10,14285714;163;5;17;48
-0,0046;EURUSD;168;FastMovement-Strategy;20;7;0,13;0,22;0,17;FALSE;23;-0,0023;-0,0047;0,652173913;0,47826087;-0,0001;-0,000328571;3,285714286;18;4;2;17
-0,0047;EURUSD;168;FastMovement-Strategy;70;22;0,27;0,23;0,02;FALSE;8;-0,0039;-0,0048;1;0,25;-0,0004875;-0,000557143;1,142857143;26;6;0;2
-0,0047;EURUSD;168;FastMovement-Strategy;50;15;0,2;0,33;0,32;FALSE;10;-0,0037;-0,011;0,9;0,5;-0,00037;-0,000528571;1,428571429;41;2;1;7
-0,0047;EURUSD;168;FastMovement-Strategy;140;18;0,34;0,36;0,11;FALSE;3;-0,0044;-0,0044;1;0;-0,001466667;-0,000628571;0,428571429;16;3;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;90;26;0,52;0,19;0,23;FALSE;3;-0,0044;-0,0057;1;0,333333333;-0,001466667;-0,000628571;0,428571429;42;1;1;1
-0,0047;EURUSD;168;FastMovement-Strategy;70;14;0,37;0,08;0,1;FALSE;3;-0,0044;-0,0044;1;0;-0,001466667;-0,000628571;0,428571429;10;3;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;150;20;0,37;0,13;0,02;FALSE;3;-0,0044;-0,0044;1;0,333333333;-0,001466667;-0,000628571;0,428571429;15;2;1;0
-0,0047;EURUSD;168;FastMovement-Strategy;160;21;0,41;0,21;0,09;FALSE;4;-0,0043;-0,0046;1;0,25;-0,001075;-0,000614286;0,571428571;29;3;1;0
-0,0047;EURUSD;168;FastMovement-Strategy;140;7;0,29;0,34;0,15;FALSE;5;-0,0042;-0,0061;1;0,2;-0,00084;-0,0006;0,714285714;31;4;1;0
-0,0047;EURUSD;168;FastMovement-Strategy;60;3;0,09;0,13;0,25;FALSE;27;-0,002;-0,0092;0,62962963;0,555555556;-7,41E-05;-0,000285714;3,857142857;41;4;10;13
-0,0047;EURUSD;168;FastMovement-Strategy;70;5;0,57;0,28;0,4;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;20;2;0,38;0,35;0,36;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;0;0;1
-0,0047;EURUSD;168;FastMovement-Strategy;120;3;0,55;0,25;0,39;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;30;1;0,21;0,26;0,22;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;100;2;0,6;0,28;0,34;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;70;10;0,54;0,34;0,36;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;60;4;0,47;0,3;0,4;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;20;1;0,22;0,24;0,4;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;0;0;1
-0,0047;EURUSD;168;FastMovement-Strategy;170;21;0,68;0,21;0,13;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;40;21;0,7;0,19;0,4;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;90;21;0,64;0,26;0,27;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;180;21;0,63;0,27;0,08;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;120;9;0,54;0,25;0,4;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;110;1;0,2;0,4;0,32;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;80;4;0,39;0,33;0,39;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;100;2;0,46;0,22;0,34;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;80;8;0,56;0,27;0,34;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;70;6;0,61;0,38;0,38;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;50;21;0,68;0,32;0,3;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;140;6;0,55;0,2;0,39;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;120;2;0,49;0,27;0,35;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;70;5;0,58;0,31;0,38;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;100;21;0,69;0,3;0,28;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;120;1;0,35;0,36;0,34;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;180;5;0,54;0,25;0,34;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;120;21;0,62;0,34;0,32;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;60;2;0,31;0,4;0,39;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;40;3;0,55;0,4;0,41;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;180;8;0,6;0,31;0,36;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;130;10;0,62;0,39;0,38;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;70;21;0,66;0,27;0,31;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;30;2;0,4;0,38;0,37;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;170;5;0,45;0,4;0,38;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;110;1;0,4;0,26;0,36;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;80;5;0,45;0,19;0,4;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;190;1;0,34;0,22;0,37;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;160;10;0,58;0,37;0,37;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;80;3;0,42;0,23;0,36;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;170;9;0,55;0,24;0,37;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;70;12;0,65;0,37;0,37;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;190;2;0,56;0,39;0,41;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;110;21;0,62;0,25;0,09;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;70;1;0,2;0,19;0,41;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;20;2;0,41;0,38;0,34;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;0;0;1
-0,0047;EURUSD;168;FastMovement-Strategy;20;4;0,37;0,26;0,36;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;0;0;1
-0,0047;EURUSD;168;FastMovement-Strategy;60;5;0,41;0,23;0,35;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;50;4;0,52;0,27;0,37;FALSE;1;-0,0046;-0,0046;1;0;-0,0046;-0,000657143;0,142857143;21;1;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;30;10;0,48;0,2;0,15;TRUE;2;-0,0045;-0,0045;0;0;-0,00225;-0,000642857;0,285714286;9;2;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;100;14;0,65;0,05;0,16;TRUE;2;-0,0045;-0,0045;0;0;-0,00225;-0,000642857;0,285714286;9;2;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;180;6;0,38;0,34;0,16;TRUE;2;-0,0045;-0,0045;0;0;-0,00225;-0,000642857;0,285714286;9;2;0;0
-0,0047;EURUSD;168;FastMovement-Strategy;130;14;0,64;0,07;0,17;TRUE;2;-0,0045;-0,0045;0;0;-0,00225;-0,000642857;0,285714286;9;2;0;0
