Score;Pair;Time;Strategy;PostT;PreT;Threshold;takeprofit;stoploss;FollowTrend;positions;profit;drawdown;long;winning;pips/position;pips/day;positions/day;holdtime/positions;hitsl;hittp;hitto
-0,0039;EURUSD;168;FastMovement-Strategy;130;3;0,51;0,28;0,28;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;160;8;0,47;0,4;0,22;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;20;4;0,5;0,32;0,21;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;1;0,39;0,35;0,31;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;20;1;0,3;0,23;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;6;0,43;0,23;0,28;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;3;0,58;0,34;0,18;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;8;0,44;0,27;0,33;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;7;0,49;0,31;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;30;1;0,4;0,27;0,22;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;170;8;0,55;0,35;0,18;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;160;3;0,42;0,38;0,19;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;160;10;0,56;0,39;0,24;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;9;0,53;0,4;0,27;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;90;1;0,34;0,25;0,23;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;2;0,31;0,38;0,21;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;11;0,61;0,26;0,23;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;110;3;0,39;0,2;0,2;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;24;0,71;0,34;0,24;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;10;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;70;6;0,5;0,34;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;4;0,38;0,26;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;9;0,6;0,21;0,33;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;2;0,29;0,35;0,29;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;120;12;0,66;0,4;0,28;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;170;5;0,53;0,41;0,18;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;4;0,38;0,33;0,22;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;110;3;0,47;0,41;0,33;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;9;0,49;0,33;0,25;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;30;6;0,52;0,3;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;2;0,35;0,41;0,19;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;7;0,47;0,38;0,27;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;80;2;0,29;0,24;0,23;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;2;0,46;0,4;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;10;0,57;0,39;0,21;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;3;0,54;0,34;0,23;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;120;4;0,57;0,21;0,22;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;170;17;0,71;0,21;0,29;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;8;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;60;9;0,55;0,27;0,32;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;7;0,42;0,38;0,29;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;2;0,55;0,28;0,29;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;70;2;0,49;0,23;0,16;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;140;6;0,53;0,26;0,3;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;160;8;0,43;0,23;0,22;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;13;0,68;0,29;0,23;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;120;2;0,42;0,34;0,27;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;110;9;0,53;0,41;0,2;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;20;1;0,32;0,29;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;120;10;0,54;0,37;0,18;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;19;0,67;0,3;0,25;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;2;0,52;0,3;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;110;6;0,48;0,25;0,27;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;90;19;0,67;0,25;0,2;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;12;0,65;0,23;0,21;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;160;2;0,49;0,37;0,33;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;70;1;0,22;0,26;0,31;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;140;5;0,53;0,28;0,16;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;6;0,48;0,4;0,27;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;12;0,66;0,4;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;60;2;0,54;0,29;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;140;3;0,5;0,34;0,3;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;90;7;0,58;0,39;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;60;8;0,58;0,38;0,3;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;7;0,54;0,22;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;9;0,49;0,34;0,18;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;80;9;0,57;0,4;0,26;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;160;8;0,45;0,26;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;3;0,39;0,37;0,19;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;4;0,52;0,35;0,19;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;9;0,56;0,28;0,2;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;90;5;0,52;0,26;0,24;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;10;0,52;0,29;0,27;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;9;0,51;0,21;0,17;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;170;5;0,58;0,34;0,33;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;40;1;0,23;0,3;0,16;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;140;4;0,57;0,21;0,25;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;190;3;0,58;0,31;0,23;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;90;1;0,38;0,19;0,18;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;50;1;0,39;0,4;0,24;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;140;9;0,59;0,3;0,31;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;70;4;0,53;0,29;0,3;FALSE;1;-0,0038;-0,0038;1;0;-0,0038;-0,000542857;0,142857143;20;1;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;70;16;0,44;0,22;0,12;FALSE;2;-0,0037;-0,0037;1;0;-0,00185;-0,000528571;0,285714286;24;2;0;0
-0,0039;EURUSD;168;FastMovement-Strategy;20;29;0,5;0,38;0,2;FALSE;2;-0,0037;-0,0047;1;0,5;-0,00185;-0,000528571;0,285714286;25;0;0;2
-0,0039;EURUSD;168;FastMovement-Strategy;140;13;0,43;0,09;0,38;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;12;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;170;13;0,43;0,08;0,4;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;12;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;10;20;0,67;0,07;0,39;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;5;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;170;14;0,41;0,18;0,29;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;13;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;13;0,4;0,16;0,25;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;12;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;80;8;0,27;0,3;0,35;FALSE;3;-0,0036;-0,0052;1;0,333333333;-0,0012;-0,000514286;0,428571429;58;1;1;1
-0,0039;EURUSD;168;FastMovement-Strategy;30;25;0,4;0,1;0,34;FALSE;3;-0,0036;-0,0036;1;0,333333333;-0,0012;-0,000514286;0,428571429;32;0;0;3
-0,0039;EURUSD;168;FastMovement-Strategy;30;25;0,38;0,07;0,41;FALSE;3;-0,0036;-0,0036;1;0,333333333;-0,0012;-0,000514286;0,428571429;32;0;0;3
-0,0039;EURUSD;168;FastMovement-Strategy;120;23;0,56;0,05;0,09;FALSE;4;-0,0035;-0,0051;1;0,75;-0,000875;-0,0005;0,571428571;6;1;3;0
-0,0039;EURUSD;168;FastMovement-Strategy;180;23;0,32;0,01;0,08;FALSE;5;-0,0034;-0,0034;1;0,6;-0,00068;-0,000485714;0,714285714;13;2;3;0
-0,0039;EURUSD;168;FastMovement-Strategy;150;29;0,06;0,08;0,07;TRUE;117;0,0078;-0,005;0,452991453;0,393162393;6,67E-05;0,001114286;16,71428571;51;66;39;11
-0,0039;EURUSD;168;FastMovement-Strategy;150;27;0,65;0,09;0,3;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;8;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;130;27;0,65;0,02;0,26;FALSE;2;-0,0037;-0,0037;1;0,5;-0,00185;-0,000528571;0,285714286;8;1;1;0
-0,0039;EURUSD;168;FastMovement-Strategy;70;8;0,3;0,14;0,4;FALSE;3;-0,0036;-0,0036;1;0,333333333;-0,0012;-0,000514286;0,428571429;47;1;1;1
-0,0039;EURUSD;168;FastMovement-Strategy;140;28;0,12;0,32;0,23;FALSE;37;-0,0002;-0,0085;0,486486486;0,513513514;-5,41E-06;-2,86E-05;5,285714286;122;3;6;27
-0,004;EURUSD;168;FastMovement-Strategy;90;24;0,06;0,35;0,38;TRUE;82;0,0042;-0,0108;0,463414634;0,475609756;5,12E-05;0,0006;11,71428571;90;1;1;80
-0,004;EURUSD;168;FastMovement-Strategy;30;27;0,11;0,21;0,03;TRUE;76;0,0036;-0,0057;0,473684211;0,210526316;4,74E-05;0,000514286;10,85714286;15;56;0;20
-0,004;EURUSD;168;FastMovement-Strategy;100;18;0,12;0,18;0,13;TRUE;39;-1,00E-04;-0,0022;0,435897436;0,435897436;-2,56E-06;-1,43E-05;5,571428571;66;18;9;11
-0,004;EURUSD;168;FastMovement-Strategy;160;10;0,15;0,04;0,21;FALSE;20;-0,002;-0,0074;0,75;0,75;-0,0001;-0,000285714;2,857142857;25;4;15;1
-0,004;EURUSD;168;FastMovement-Strategy;190;12;0,48;0,37;0,12;FALSE;2;-0,0038;-0,0038;1;0;-0,0019;-0,000542857;0,285714286;9;2;0;0
-0,004;EURUSD;168;FastMovement-Strategy;130;24;0,61;0,14;0,05;FALSE;2;-0,0038;-0,0038;1;0,5;-0,0019;-0,000542857;0,285714286;10;1;1;0
-0,004;EURUSD;168;FastMovement-Strategy;120;11;0,41;0,36;0,08;FALSE;2;-0,0038;-0,0038;1;0;-0,0019;-0,000542857;0,285714286;9;2;0;0
-0,004;EURUSD;168;FastMovement-Strategy;20;27;0,56;0,2;0,13;FALSE;2;-0,0038;-0,0048;1;0,5;-0,0019;-0,000542857;0,285714286;24;0;0;2
-0,004;EURUSD;168;FastMovement-Strategy;110;9;0,43;0,08;0,1;TRUE;2;-0,0038;-0,0038;0;0;-0,0019;-0,000542857;0,285714286;8;2;0;0
-0,004;EURUSD;168;FastMovement-Strategy;70;24;0,61;0,15;0,13;FALSE;2;-0,0038;-0,0038;1;0,5;-0,0019;-0,000542857;0,285714286;10;1;1;0
-0,004;EURUSD;168;FastMovement-Strategy;50;24;0,64;0,14;0,35;FALSE;2;-0,0038;-0,0038;1;0,5;-0,0019;-0,000542857;0,285714286;10;1;1;0
-0,004;EURUSD;168;FastMovement-Strategy;60;15;0,58;0,09;0,09;TRUE;4;-0,0036;-0,0036;0;0,25;-0,0009;-0,000514286;0,571428571;4;3;1;0
-0,004;EURUSD;168;FastMovement-Strategy;10;2;0,17;0,18;0,21;FALSE;2;-0,0038;-0,0038;1;0;-0,0019;-0,000542857;0,285714286;7;1;0;1
-0,004;EURUSD;168;FastMovement-Strategy;190;7;0,28;0,06;0,22;FALSE;5;-0,0035;-0,0035;1;0,6;-0,0007;-0,0005;0,714285714;9;2;3;0
-0,004;EURUSD;168;FastMovement-Strategy;40;11;0,27;0,18;0,05;FALSE;5;-0,0035;-0,0038;1;0,2;-0,0007;-0,0005;0,714285714;15;4;0;1
-0,004;EURUSD;168;FastMovement-Strategy;180;1;0,07;0,36;0,29;FALSE;15;-0,0025;-0,0054;0,533333333;0,466666667;-0,000166667;-0,000357143;2,142857143;130;4;3;8
-0,0041;EURUSD;168;FastMovement-Strategy;100;23;0,13;0,13;0,27;TRUE;38;-0,0003;-0,0045;0,447368421;0,5;-7,89E-06;-4,29E-05;5,428571429;80;4;10;23
-0,0041;EURUSD;168;FastMovement-Strategy;100;26;0,16;0,02;0,06;TRUE;50;0,0009;-0,005;0,36;0,46;1,80E-05;0,000128571;7,142857143;12;27;23;0
-0,0041;EURUSD;168;FastMovement-Strategy;140;17;0,69;0,22;0,35;FALSE;1;-0,004;-0,004;1;0;-0,004;-0,000571429;0,142857143;12;1;0;0
-0,0041;EURUSD;168;FastMovement-Strategy;10;26;0,66;0,09;0,14;FALSE;2;-0,0039;-0,0039;1;0,5;-0,00195;-0,000557143;0,285714286;7;0;1;1
-0,0041;EURUSD;168;FastMovement-Strategy;120;25;0,67;0,14;0,07;FALSE;2;-0,0039;-0,0039;1;0,5;-0,00195;-0,000557143;0,285714286;10;1;1;0
-0,0041;EURUSD;168;FastMovement-Strategy;110;13;0,47;0,34;0,13;FALSE;2;-0,0039;-0,0039;1;0;-0,00195;-0,000557143;0,285714286;22;2;0;0
-0,0041;EURUSD;168;FastMovement-Strategy;50;12;0,55;0,37;0,15;FALSE;2;-0,0039;-0,0039;1;0;-0,00195;-0,000557143;0,285714286;22;2;0;0
-0,0041;EURUSD;168;FastMovement-Strategy;100;12;0,55;0,36;0,12;FALSE;2;-0,0039;-0,0039;1;0;-0,00195;-0,000557143;0,285714286;22;2;0;0
-0,0041;EURUSD;168;FastMovement-Strategy;160;14;0,42;0,4;0,12;FALSE;2;-0,0039;-0,0039;1;0;-0,00195;-0,000557143;0,285714286;22;2;0;0
-0,0041;EURUSD;168;FastMovement-Strategy;50;14;0,42;0,38;0,12;FALSE;2;-0,0039;-0,0039;1;0;-0,00195;-0,000557143;0,285714286;22;2;0;0
-0,0041;EURUSD;168;FastMovement-Strategy;80;23;0,49;0,16;0,11;FALSE;4;-0,0037;-0,0041;1;0,5;-0,000925;-0,000528571;0,571428571;26;2;2;0
-0,0041;EURUSD;168;FastMovement-Strategy;110;23;0,5;0,18;0,1;FALSE;4;-0,0037;-0,0041;1;0,5;-0,000925;-0,000528571;0,571428571;26;2;2;0
-0,0041;EURUSD;168;FastMovement-Strategy;170;9;0,24;0,11;0,31;FALSE;4;-0,0037;-0,0037;1;0,5;-0,000925;-0,000528571;0,571428571;14;2;2;0
-0,0041;EURUSD;168;FastMovement-Strategy;70;23;0,43;0,11;0,34;FALSE;2;-0,0039;-0,0042;1;0,5;-0,00195;-0,000557143;0,285714286;52;1;0;1
-0,0041;EURUSD;168;FastMovement-Strategy;180;24;0,63;0,06;0,37;FALSE;3;-0,0038;-0,0038;1;0,666666667;-0,001266667;-0,000542857;0,428571429;6;1;2;0
-0,0041;EURUSD;168;FastMovement-Strategy;40;22;0,48;0,02;0,32;FALSE;5;-0,0036;-0,0055;1;0,8;-0,00072;-0,000514286;0,714285714;7;1;4;0
-0,0041;EURUSD;168;FastMovement-Strategy;160;12;0,1;0,21;0,28;FALSE;34;-0,0007;-0,0048;0,558823529;0,470588235;-2,06E-05;-0,0001;4,857142857;108;6;13;14
-0,0042;EURUSD;168;FastMovement-Strategy;50;21;0,06;0,28;0,1;TRUE;113;0,0071;-0,0048;0,486725664;0,433628319;6,28E-05;0,001014286;16,14285714;46;22;1;90
-0,0042;EURUSD;168;FastMovement-Strategy;150;22;0,37;0,05;0,02;FALSE;3;-0,0039;-0,0039;1;0,333333333;-0,0013;-0,000557143;0,428571429;15;2;1;0
-0,0042;EURUSD;168;FastMovement-Strategy;150;3;0,08;0,37;0,32;TRUE;27;-0,0015;-0,0079;0,444444444;0,407407407;-5,56E-05;-0,000214286;3,857142857;124;4;4;19
-0,0042;EURUSD;168;FastMovement-Strategy;110;26;0,14;0,3;0,35;TRUE;31;-0,0011;-0,0081;0,483870968;0,580645161;-3,55E-05;-0,000157143;4,428571429;102;3;3;24
-0,0042;EURUSD;168;FastMovement-Strategy;140;23;0,14;0,17;0,28;FALSE;31;-0,0011;-0,0082;0,580645161;0,483870968;-3,55E-05;-0,000157143;4,428571429;97;4;12;15
-0,0042;EURUSD;168;FastMovement-Strategy;150;17;0,68;0,31;0,35;FALSE;1;-0,0041;-0,0041;1;0;-0,0041;-0,000585714;0,142857143;33;1;0;0
-0,0042;EURUSD;168;FastMovement-Strategy;10;24;0,4;0,04;0,36;FALSE;2;-0,004;-0,004;1;0;-0,002;-0,000571429;0,285714286;23;0;0;2
-0,0042;EURUSD;168;FastMovement-Strategy;30;26;0,61;0,33;0,33;FALSE;2;-0,004;-0,0057;1;0,5;-0,002;-0,000571429;0,285714286;28;1;0;1
-0,0042;EURUSD;168;FastMovement-Strategy;10;28;0,56;0,24;0,03;FALSE;2;-0,004;-0,0052;1;0,5;-0,002;-0,000571429;0,285714286;19;0;0;2
-0,0042;EURUSD;168;FastMovement-Strategy;140;8;0,42;0,14;0,13;TRUE;2;-0,004;-0,004;0;0;-0,002;-0,000571429;0,285714286;6;2;0;0
-0,0042;EURUSD;168;FastMovement-Strategy;80;26;0,48;0,04;0,21;FALSE;5;-0,0037;-0,0057;1;0,8;-0,00074;-0,000528571;0,714285714;6;1;4;0
-0,0042;EURUSD;168;FastMovement-Strategy;120;26;0,48;0,02;0,17;FALSE;5;-0,0037;-0,0057;1;0,8;-0,00074;-0,000528571;0,714285714;6;1;4;0
-0,0042;EURUSD;168;FastMovement-Strategy;130;29;0,21;0,06;0,41;FALSE;17;-0,0025;-0,0083;0,823529412;0,823529412;-0,000147059;-0,000357143;2,428571429;35;1;14;2
-0,0042;EURUSD;168;FastMovement-Strategy;190;25;0,41;0,31;0,07;FALSE;2;-0,004;-0,004;1;0;-0,002;-0,000571429;0,285714286;27;2;0;0
-0,0042;EURUSD;168;FastMovement-Strategy;40;21;0,37;0,29;0,36;FALSE;2;-0,004;-0,0042;1;0,5;-0,002;-0,000571429;0,285714286;37;1;0;1
-0,0042;EURUSD;168;FastMovement-Strategy;170;17;0,23;0,02;0,21;FALSE;11;-0,0031;-0,0054;0,909090909;0,818181818;-0,000281818;-0,000442857;1,571428571;22;2;8;1
-0,0042;EURUSD;168;FastMovement-Strategy;160;17;0,28;0,38;0,01;FALSE;4;-0,0038;-0,0038;1;0;-0,00095;-0,000542857;0,571428571;11;4;0;0
-0,0042;EURUSD;168;FastMovement-Strategy;10;1;0,12;0,03;0,38;FALSE;4;-0,0038;-0,0044;0,75;0,5;-0,00095;-0,000542857;0,571428571;3;1;2;1
-0,0042;EURUSD;168;FastMovement-Strategy;90;5;0,06;0,36;0,13;TRUE;76;0,0034;-0,0061;0,473684211;0,460526316;4,47E-05;0,000485714;10,85714286;72;28;3;44
-0,0043;EURUSD;168;FastMovement-Strategy;120;25;0,56;0,03;0,26;FALSE;4;-0,0039;-0,0048;1;0,75;-0,000975;-0,000557143;0,571428571;6;1;3;0
