pair;timeframe;strategy;thresholdOpen;thresholdClose;followTrend;positions;profit;drawdown;long;winratio;positivedaysratio;meanloss;meanwin;meantrade;stddeviationwin;stddeviationloss;stddeviation;meanholdtime;stringCodedParams;stringCodedPositions;stringCodedResult;
GBPUSD;912;SSIStrategy_V0;0,32;0,34;True;11102;-0,542399999999987;-0,544799999999987;1;0,00288236353810124;0,142857142857143;-0,000103272598620199;0,00129375;-9,5408970976251E-05;0,0029495696190292;8,06938083109312E-05;0,000257622638313771;1;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,32|thresholdClose:0,34|followTrend:True;More than 1000;positions:11102|profit:-0,542399999999987|drawdown:-0,544799999999987|long:1|winratio:0,00288236353810124|positivedaysratio:0,142857142857143|meanloss:-0,000103272598620199|meanwin:0,00129375|meantrade:-9,5408970976251E-05|stddeviationwin:0,0029495696190292|stddeviationloss:8,06938083109312E-05|stddeviation:0,000257622638313771|meanholdtime:1;
EURUSD;912;SSIStrategy_V0;0,33;0,46;False;1;-0,0337000000000001;-0,0337000000000001;1;0;0;-0,0337000000000001;n. def.;-0,0337000000000001;n. def.;0;0;31656;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,33|thresholdClose:0,46|followTrend:False;L:1445552569265:1,1104:1447451939265:1,0767|;positions:1|profit:-0,0337000000000001|drawdown:-0,0337000000000001|long:1|winratio:0|positivedaysratio:0|meanloss:-0,0337000000000001|meanwin:n. def.|meantrade:-0,0337000000000001|stddeviationwin:n. def.|stddeviationloss:0|stddeviation:0|meanholdtime:31656;
EURUSD;912;SSIStrategy_V0;0,01;0,19;False;3047;-0,168899999999991;-0,220199999999992;0,999671808336068;0,0036101083032491;0,125;-0,000139621525724418;0,00610909090909092;-9,92361927144485E-05;0,0138310227417442;0,000473587012754357;0,00130763576158981;22;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,01|thresholdClose:0,19|followTrend:False;More than 1000;positions:3047|profit:-0,168899999999991|drawdown:-0,220199999999992|long:0,999671808336068|winratio:0,0036101083032491|positivedaysratio:0,125|meanloss:-0,000139621525724418|meanwin:0,00610909090909092|meantrade:-9,92361927144485E-05|stddeviationwin:0,0138310227417442|stddeviationloss:0,000473587012754357|stddeviation:0,00130763576158981|meanholdtime:22;
USDJPY;912;SSIStrategy_V0;0,25;0,01;False;8;4,14999999999999;0;0,375;0,625;0,833333333333333;-0,193333333333328;0,945999999999995;0,518749999999999;1,00173050268024;0,147271480229163;0,969296619977599;3447;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,25|thresholdClose:0,01|followTrend:False;S:1444218379265:120,12:1444328199265:119,73|S:1444720729265:119,77:1444846109265:118,98|S:1444870319265:119,08:1444918019265:118,48|S:1444936419265:118,83:1445004539265:119,21|S:1445027099265:119,46:1445210129265:119,4|L:1445986639265:120,44:1447024499265:123,33|L:1447081229265:123,36:1447104739265:123,18|L:1447362279265:122,57:1447421719265:122,55|;positions:8|profit:4,14999999999999|drawdown:0|long:0,375|winratio:0,625|positivedaysratio:0,833333333333333|meanloss:-0,193333333333328|meanwin:0,945999999999995|meantrade:0,518749999999999|stddeviationwin:1,00173050268024|stddeviationloss:0,147271480229163|stddeviation:0,969296619977599|meanholdtime:3447;
USDCHF;912;SSIStrategy_V0;0,34;0,46;True;1;0,0507000000000001;0;1;1;1;n. def.;0,0507000000000001;0,0507000000000001;0;n. def.;0;41094;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,34|thresholdClose:0,46|followTrend:True;L:1444986279265:0,9548:1447451939265:1,0055|;positions:1|profit:0,0507000000000001|drawdown:0|long:1|winratio:1|positivedaysratio:1|meanloss:n. def.|meanwin:0,0507000000000001|meantrade:0,0507000000000001|stddeviationwin:0|stddeviationloss:n. def.|stddeviation:0|meanholdtime:41094;
USDJPY;912;SSIStrategy_V0;0,21;0,05;True;11;-4,47999999999999;-4,84;0,454545454545455;0,272727272727273;0,285714285714286;-0,6775;0,313333333333337;-0,407272727272726;0,208859335970937;0,856398709714114;0,860244055318457;2966;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,21|thresholdClose:0,05|followTrend:True;L:1444202639265:119,99:1444328329265:119,74|L:1444680209265:120,01:1444846349265:118,93|L:1444869389265:119,02:1444918449265:118,56|L:1444932089265:118,67:1445006589265:119,25|L:1445026299265:119,48:1445233369265:119,29|S:1445248829265:119,42:1445296929265:119,51|S:1445530119265:120,51:1445556809265:120,86|S:1445615299265:121,24:1445624149265:121,43|S:1445982709265:120,37:1447105529265:123,18|S:1447177229265:123,18:1447204819265:122,89|S:1447350529265:122,73:1447451939265:122,66|;positions:11|profit:-4,47999999999999|drawdown:-4,84|long:0,454545454545455|winratio:0,272727272727273|positivedaysratio:0,285714285714286|meanloss:-0,6775|meanwin:0,313333333333337|meantrade:-0,407272727272726|stddeviationwin:0,208859335970937|stddeviationloss:0,856398709714114|stddeviation:0,860244055318457|meanholdtime:2966;
GBPUSD;912;SSIStrategy_V0;0,22;0,29;True;20153;-1,2085;-1,2113;1;0,00153823252121272;0,375;-0,000111917832477422;0,00179032258064515;-0,000106710816777042;0,00318346077038604;0,000107738418530192;0,000221798782768388;1;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,22|thresholdClose:0,29|followTrend:True;More than 1000;positions:20153|profit:-1,2085|drawdown:-1,2113|long:1|winratio:0,00153823252121272|positivedaysratio:0,375|meanloss:-0,000111917832477422|meanwin:0,00179032258064515|meantrade:-0,000106710816777042|stddeviationwin:0,00318346077038604|stddeviationloss:0,000107738418530192|stddeviation:0,000221798782768388|meanholdtime:1;
USDJPY;912;SSIStrategy_V0;0,07;0,43;True;2;-0,129999999999995;-0,129999999999995;1;0,5;0,5;-0,609999999999999;0,480000000000004;-0,0649999999999977;0;0;0,545000000000002;18811;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,07|thresholdClose:0,43|followTrend:True;L:1444168749265:120,24:1446080399265:120,72|L:1447106209265:123,19:1447451939265:122,58|;positions:2|profit:-0,129999999999995|drawdown:-0,129999999999995|long:1|winratio:0,5|positivedaysratio:0,5|meanloss:-0,609999999999999|meanwin:0,480000000000004|meantrade:-0,0649999999999977|stddeviationwin:0|stddeviationloss:0|stddeviation:0,545000000000002|meanholdtime:18811;
EURUSD;912;SSIStrategy_V0;0,3;0,28;True;9353;-0,3279;-0,3598;0,999893082433444;0,000641505399337111;0,166666666666667;-0,000109580291970803;0,0054;-9,95446265938068E-05;0,0118511602807489;0,000311405367911156;0,000638605540304846;5;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,3|thresholdClose:0,28|followTrend:True;More than 1000;positions:9353|profit:-0,3279|drawdown:-0,3598|long:0,999893082433444|winratio:0,000641505399337111|positivedaysratio:0,166666666666667|meanloss:-0,000109580291970803|meanwin:0,0054|meantrade:-9,95446265938068E-05|stddeviationwin:0,0118511602807489|stddeviationloss:0,000311405367911156|stddeviation:0,000638605540304846|meanholdtime:5;
EURUSD;912;SSIStrategy_V0;0,39;0,44;True;1;-0,0502;-0,0502;1;0;0;-0,0502;n. def.;-0,0502;n. def.;0;0;54719;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,39|thresholdClose:0,44|followTrend:True;L:1444168799265:1,1269:1447451939265:1,0767|;positions:1|profit:-0,0502|drawdown:-0,0502|long:1|winratio:0|positivedaysratio:0|meanloss:-0,0502|meanwin:n. def.|meantrade:-0,0502|stddeviationwin:n. def.|stddeviationloss:0|stddeviation:0|meanholdtime:54719;
EURUSD;912;SSIStrategy_V0;0,21;0,31;True;6730;-0,288099999999996;-0,290099999999996;1;0,00594353640416048;0;-0,000128863090472376;0,000844999999999985;-0,000113514578408194;0,00151574239236091;0,000690084459845397;0,000720855166441385;6;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,21|thresholdClose:0,31|followTrend:True;More than 1000;positions:6730|profit:-0,288099999999996|drawdown:-0,290099999999996|long:1|winratio:0,00594353640416048|positivedaysratio:0|meanloss:-0,000128863090472376|meanwin:0,000844999999999985|meantrade:-0,000113514578408194|stddeviationwin:0,00151574239236091|stddeviationloss:0,000690084459845397|stddeviation:0,000720855166441385|meanholdtime:6;
EURUSD;912;SSIStrategy_V0;0,09;0,48;True;1;-0,0503;-0,0503;1;0;0;-0,0503;n. def.;-0,0503;n. def.;0;0;54719;pair:EURUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,09|thresholdClose:0,48|followTrend:True;L:1444168749265:1,127:1447451939265:1,0767|;positions:1|profit:-0,0503|drawdown:-0,0503|long:1|winratio:0|positivedaysratio:0|meanloss:-0,0503|meanwin:n. def.|meantrade:-0,0503|stddeviationwin:n. def.|stddeviationloss:0|stddeviation:0|meanholdtime:54719;
USDCHF;912;SSIStrategy_V0;0,19;0,11;False;13;-0,0236999999999996;-0,0299;0,538461538461538;0,230769230769231;0,25;-0,00506999999999997;0,00900000000000004;-0,00182307692307689;0,00904359810399961;0,00498578980704164;0,00855202664655073;3444;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,19|thresholdClose:0,11|followTrend:False;L:1444206319265:0,9674:1444896809265:0,9506|L:1444920159265:0,9531:1444977149265:0,9522|S:1444977949265:0,9519:1445253889265:0,9563|L:1445265299265:0,9561:1445327779265:0,954|S:1445348929265:0,9527:1445419549265:0,9584|L:1445419609265:0,9583:1445622429265:0,9799|S:1445861389265:0,9816:1446073929265:0,9937|L:1446135149265:0,9914:1446712339265:0,996|L:1446817099265:1,0048:1447111149265:1,0034|S:1447138309265:1,0043:1447180439265:1,0064|L:1447191089265:1,006:1447341829265:1,0033|S:1447359139265:1,0011:1447362339265:1,0003|S:1447404569265:1,0038:1447451939265:1,0063|;positions:13|profit:-0,0236999999999996|drawdown:-0,0299|long:0,538461538461538|winratio:0,230769230769231|positivedaysratio:0,25|meanloss:-0,00506999999999997|meanwin:0,00900000000000004|meantrade:-0,00182307692307689|stddeviationwin:0,00904359810399961|stddeviationloss:0,00498578980704164|stddeviation:0,00855202664655073|meanholdtime:3444;
USDJPY;912;SSIStrategy_V0;0,02;0,33;False;5153;-8,369999999998;-9,61999999999789;1;0,00795653017659616;0,166666666666667;-0,0109308072487628;0,119512195121953;-0,00666932270916175;0,37798536053412;0,0155843928763776;0,0737578560549323;9;pair:USDJPY|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,02|thresholdClose:0,33|followTrend:False;More than 1000;positions:5153|profit:-8,369999999998|drawdown:-9,61999999999789|long:1|winratio:0,00795653017659616|positivedaysratio:0,166666666666667|meanloss:-0,0109308072487628|meanwin:0,119512195121953|meantrade:-0,00666932270916175|stddeviationwin:0,37798536053412|stddeviationloss:0,0155843928763776|stddeviation:0,0737578560549323|meanholdtime:9;
USDCHF;912;SSIStrategy_V0;0,17;0,05;False;22;-0,0161999999999995;-0,0286000000000001;0,590909090909091;0,454545454545455;0,363636363636364;-0,00481666666666665;0,00416000000000002;-0,000736363636363616;0,00449626511673854;0,00369658250580485;0,00605156219158968;1986;pair:USDCHF|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,17|thresholdClose:0,05|followTrend:False;L:1444204049265:0,9682:1444307409265:0,9717|L:1444310039265:0,97:1444730199265:0,9601|L:1444738539265:0,959:1444896139265:0,9498|S:1444914379265:0,9538:1444919649265:0,9522|L:1444920039265:0,9528:1444957949265:0,9515|S:1444977759265:0,9521:1445250269265:0,9578|L:1445259219265:0,955:1445327779265:0,954|S:1445347319265:0,9518:1445419419265:0,9584|L:1445419609265:0,9583:1445601009265:0,9736|L:1445603479265:0,9753:1445620589265:0,9794|S:1445861199265:0,982:1446070939265:0,9938|S:1446086999265:0,9936:1446121329265:0,9907|L:1446132939265:0,9914:1446193409265:0,9879|L:1446218119265:0,9855:1446712109265:0,9952|L:1446817099265:1,0048:1447068289265:1,0034|L:1447086679265:1,001:1447106449265:1,0033|S:1447134789265:1,0044:1447146419265:1,0038|S:1447161129265:1,0056:1447169779265:1,0073|L:1447191089265:1,006:1447316229265:1,0052|S:1447358209265:1,0013:1447362279265:1,0003|L:1447365059265:1,0001:1447373189265:1,0007|S:1447393369265:1,0014:1447451939265:1,0063|;positions:22|profit:-0,0161999999999995|drawdown:-0,0286000000000001|long:0,590909090909091|winratio:0,454545454545455|positivedaysratio:0,363636363636364|meanloss:-0,00481666666666665|meanwin:0,00416000000000002|meantrade:-0,000736363636363616|stddeviationwin:0,00449626511673854|stddeviationloss:0,00369658250580485|stddeviation:0,00605156219158968|meanholdtime:1986;
GBPUSD;912;SSIStrategy_V0;0,42;0,08;False;6;-0,0408999999999999;-0,0408999999999999;0,333333333333333;0,166666666666667;0;-0,00876000000000001;0,00290000000000012;-0,00681666666666666;0;0,00744112894660475;0,00806379080967642;1875;pair:GBPUSD|timeframe:912|strategy:SSIStrategy_V0|thresholdOpen:0,42|thresholdClose:0,08|followTrend:False;S:1444790359265:1,5275:1444872909265:1,5465|L:1445632559265:1,5308:1445830059265:1,5337|L:1446753959265:1,5211:1446842159265:1,5049|S:1447073179265:1,51:1447222639265:1,5157|S:1447240849265:1,5165:1447316299265:1,5184|S:1447369999265:1,5231:1447451939265:1,5241|;positions:6|profit:-0,0408999999999999|drawdown:-0,0408999999999999|long:0,333333333333333|winratio:0,166666666666667|positivedaysratio:0|meanloss:-0,00876000000000001|meanwin:0,00290000000000012|meantrade:-0,00681666666666666|stddeviationwin:0|stddeviationloss:0,00744112894660475|stddeviation:0,00806379080967642|meanholdtime:1875;
